LAT,LON,YEAR,MO,DY,T2M
-21.34449,55.47301,2005,7,15,   22.02
-21.34449,55.47301,2005,7,16,   22.19
-21.34449,55.47301,2005,7,17,   22.42
-21.34449,55.47301,2005,7,18,   21.97
-21.34449,55.47301,2005,7,19,   22.46
-21.34449,55.47301,2005,7,20,   22.23
-21.34449,55.47301,2005,7,21,   22.63
-21.34449,55.47301,2005,7,22,   22.76
-21.34449,55.47301,2005,7,23,   22.13
-21.34449,55.47301,2005,7,24,   21.43
-21.34449,55.47301,2005,7,25,   20.82
-21.34449,55.47301,2005,7,26,   20.85
-21.34449,55.47301,2005,7,27,   22.23
-21.34449,55.47301,2005,7,28,   22.79
-21.34449,55.47301,2005,7,29,   21.27
-21.34449,55.47301,2005,7,30,   20.47
-21.34449,55.47301,2005,7,31,   20.89
-21.34449,55.47301,2005,8,1,   21.43
-21.34449,55.47301,2005,8,2,   21.81
-21.34449,55.47301,2005,8,3,   22.16
-21.34449,55.47301,2005,8,4,   22.27
-21.34449,55.47301,2005,8,5,   21.87
-21.34449,55.47301,2005,8,6,   21.78
-21.34449,55.47301,2005,8,7,   21.32
-21.34449,55.47301,2005,8,8,   21.43
-21.34449,55.47301,2005,8,9,   22.18
-21.34449,55.47301,2005,8,10,   22.18
-21.34449,55.47301,2005,8,11,   21.93
-21.34449,55.47301,2005,8,12,   21.92
-21.34449,55.47301,2005,8,13,   22.17
-21.34449,55.47301,2005,8,14,   22.52
-21.34449,55.47301,2005,8,15,   22.19
-21.34449,55.47301,2005,8,16,   22.40
-21.34449,55.47301,2005,8,17,   21.81
-21.34449,55.47301,2005,8,18,   21.23
-21.34449,55.47301,2005,8,19,   22.09
-21.34449,55.47301,2005,8,20,   22.02
-21.34449,55.47301,2005,8,21,   21.35
-21.34449,55.47301,2005,8,22,   20.77
-21.34449,55.47301,2005,8,23,   20.32
-21.34449,55.47301,2005,8,24,   19.40
-21.34449,55.47301,2005,8,25,   20.04
-21.34449,55.47301,2005,8,26,   21.22
-21.34449,55.47301,2005,8,27,   21.71
-21.34449,55.47301,2005,8,28,   22.22
-21.34449,55.47301,2005,8,29,   22.09
-21.34449,55.47301,2005,8,30,   22.40
-21.34449,55.47301,2005,8,31,   21.85
-21.34449,55.47301,2005,9,1,   22.14
-21.34449,55.47301,2005,9,2,   22.14
-21.34449,55.47301,2005,9,3,   22.06
-21.34449,55.47301,2005,9,4,   22.34
-21.34449,55.47301,2005,9,5,   22.61
-21.34449,55.47301,2005,9,6,   22.72
-21.34449,55.47301,2005,9,7,   22.08
-21.34449,55.47301,2005,9,8,   22.05
-21.34449,55.47301,2005,9,9,   21.90
-21.34449,55.47301,2005,9,10,   22.00
-21.34449,55.47301,2005,9,11,   21.66
-21.34449,55.47301,2005,9,12,   21.72
-21.34449,55.47301,2005,9,13,   21.61
-21.34449,55.47301,2005,9,14,   21.40
-21.34449,55.47301,2005,9,15,   20.33
-21.34449,55.47301,2005,9,16,   21.10
-21.34449,55.47301,2005,9,17,   21.39
-21.34449,55.47301,2005,9,18,   22.21
-21.34449,55.47301,2005,9,19,   22.97
-21.34449,55.47301,2005,9,20,   23.08
-21.34449,55.47301,2005,9,21,   23.08
-21.34449,55.47301,2005,9,22,   22.82
-21.34449,55.47301,2005,9,23,   22.57
-21.34449,55.47301,2005,9,24,   22.55
-21.34449,55.47301,2005,9,25,   22.46
-21.34449,55.47301,2005,9,26,   22.46
-21.34449,55.47301,2005,9,27,   22.51
-21.34449,55.47301,2005,9,28,   22.59
-21.34449,55.47301,2005,9,29,   22.53
-21.34449,55.47301,2005,9,30,   22.49
-21.34449,55.47301,2005,10,1,   22.35
-21.34449,55.47301,2005,10,2,   22.00
-21.34449,55.47301,2005,10,3,   22.66
-21.34449,55.47301,2005,10,4,   22.57
-21.34449,55.47301,2005,10,5,   22.84
-21.34449,55.47301,2005,10,6,   22.69
-21.34449,55.47301,2005,10,7,   22.57
-21.34449,55.47301,2005,10,8,   22.94
-21.34449,55.47301,2005,10,9,   22.44
-21.34449,55.47301,2005,10,10,   21.51
-21.34449,55.47301,2005,10,11,   20.91
-21.34449,55.47301,2005,10,12,   21.34
-21.34449,55.47301,2005,10,13,   22.23
-21.34449,55.47301,2005,10,14,   22.35
-21.34449,55.47301,2005,10,15,   22.69
-21.34449,55.47301,2005,10,16,   22.52
-21.34449,55.47301,2005,10,17,   22.77
-21.34449,55.47301,2005,10,18,   22.39
-21.34449,55.47301,2005,10,19,   22.24
-21.34449,55.47301,2005,10,20,   22.49
-21.34449,55.47301,2005,10,21,   22.75
-21.34449,55.47301,2005,10,22,   22.86
-21.34449,55.47301,2005,10,23,   23.04
-21.34449,55.47301,2005,10,24,   22.84
-21.34449,55.47301,2005,10,25,   22.95
-21.34449,55.47301,2005,10,26,   23.48
-21.34449,55.47301,2005,10,27,   23.10
-21.34449,55.47301,2005,10,28,   22.65
-21.34449,55.47301,2005,10,29,   22.35
-21.34449,55.47301,2005,10,30,   22.02
-21.34449,55.47301,2005,10,31,   22.12
-21.34449,55.47301,2005,11,1,   22.32
-21.34449,55.47301,2005,11,2,   22.60
-21.34449,55.47301,2005,11,3,   22.62
-21.34449,55.47301,2005,11,4,   22.73
-21.34449,55.47301,2005,11,5,   22.98
-21.34449,55.47301,2005,11,6,   23.30
-21.34449,55.47301,2005,11,7,   23.40
-21.34449,55.47301,2005,11,8,   23.79
-21.34449,55.47301,2005,11,9,   23.12
-21.34449,55.47301,2005,11,10,   23.02
-21.34449,55.47301,2005,11,11,   23.14
-21.34449,55.47301,2005,11,12,   23.44
-21.34449,55.47301,2005,11,13,   23.77
-21.34449,55.47301,2005,11,14,   24.45
-21.34449,55.47301,2005,11,15,   24.46
-21.34449,55.47301,2005,11,16,   24.77
-21.34449,55.47301,2005,11,17,   24.95
-21.34449,55.47301,2005,11,18,   24.91
-21.34449,55.47301,2005,11,19,   24.70
-21.34449,55.47301,2005,11,20,   24.07
-21.34449,55.47301,2005,11,21,   23.80
-21.34449,55.47301,2005,11,22,   24.07
-21.34449,55.47301,2005,11,23,   24.30
-21.34449,55.47301,2005,11,24,   24.22
-21.34449,55.47301,2005,11,25,   23.84
-21.34449,55.47301,2005,11,26,   23.74
-21.34449,55.47301,2005,11,27,   23.94
-21.34449,55.47301,2005,11,28,   24.43
-21.34449,55.47301,2005,11,29,   24.76
-21.34449,55.47301,2005,11,30,   24.77
-21.34449,55.47301,2005,12,1,   24.33
-21.34449,55.47301,2005,12,2,   24.52
-21.34449,55.47301,2005,12,3,   24.60
-21.34449,55.47301,2005,12,4,   24.01
-21.34449,55.47301,2005,12,5,   24.28
-21.34449,55.47301,2005,12,6,   25.23
-21.34449,55.47301,2005,12,7,   25.50
-21.34449,55.47301,2005,12,8,   25.89
-21.34449,55.47301,2005,12,9,   25.72
-21.34449,55.47301,2005,12,10,   25.15
-21.34449,55.47301,2005,12,11,   25.61
-21.34449,55.47301,2005,12,12,   25.91
-21.34449,55.47301,2005,12,13,   25.76
-21.34449,55.47301,2005,12,14,   25.86
-21.34449,55.47301,2005,12,15,   25.95
-21.34449,55.47301,2005,12,16,   25.76
-21.34449,55.47301,2005,12,17,   25.81
-21.34449,55.47301,2005,12,18,   25.63
-21.34449,55.47301,2005,12,19,   25.60
-21.34449,55.47301,2005,12,20,   25.95
-21.34449,55.47301,2005,12,21,   25.73
-21.34449,55.47301,2005,12,22,   25.91
-21.34449,55.47301,2005,12,23,   25.59
-21.34449,55.47301,2005,12,24,   25.67
-21.34449,55.47301,2005,12,25,   26.00
-21.34449,55.47301,2005,12,26,   26.22
-21.34449,55.47301,2005,12,27,   26.36
-21.34449,55.47301,2005,12,28,   26.51
-21.34449,55.47301,2005,12,29,   26.59
-21.34449,55.47301,2005,12,30,   26.77
-21.34449,55.47301,2005,12,31,   26.97
-21.34449,55.47301,2006,1,1,   26.48
-21.34449,55.47301,2006,1,2,   26.48
-21.34449,55.47301,2006,1,3,   26.46
-21.34449,55.47301,2006,1,4,   26.65
-21.34449,55.47301,2006,1,5,   26.50
-21.34449,55.47301,2006,1,6,   26.39
-21.34449,55.47301,2006,1,7,   26.27
-21.34449,55.47301,2006,1,8,   26.53
-21.34449,55.47301,2006,1,9,   26.59
-21.34449,55.47301,2006,1,10,   26.60
-21.34449,55.47301,2006,1,11,   26.54
-21.34449,55.47301,2006,1,12,   26.18
-21.34449,55.47301,2006,1,13,   25.90
-21.34449,55.47301,2006,1,14,   25.91
-21.34449,55.47301,2006,1,15,   26.18
-21.34449,55.47301,2006,1,16,   26.90
-21.34449,55.47301,2006,1,17,   26.81
-21.34449,55.47301,2006,1,18,   26.56
-21.34449,55.47301,2006,1,19,   26.50
-21.34449,55.47301,2006,1,20,   26.46
-21.34449,55.47301,2006,1,21,   26.04
-21.34449,55.47301,2006,1,22,   26.59
-21.34449,55.47301,2006,1,23,   27.21
-21.34449,55.47301,2006,1,24,   27.09
-21.34449,55.47301,2006,1,25,   26.78
-21.34449,55.47301,2006,1,26,   26.99
-21.34449,55.47301,2006,1,27,   26.75
-21.34449,55.47301,2006,1,28,   26.48
-21.34449,55.47301,2006,1,29,   26.74
-21.34449,55.47301,2006,1,30,   26.92
-21.34449,55.47301,2006,1,31,   26.80
-21.34449,55.47301,2006,2,1,   26.78
-21.34449,55.47301,2006,2,2,   26.91
-21.34449,55.47301,2006,2,3,   27.06
-21.34449,55.47301,2006,2,4,   27.02
-21.34449,55.47301,2006,2,5,   27.12
-21.34449,55.47301,2006,2,6,   26.75
-21.34449,55.47301,2006,2,7,   26.72
-21.34449,55.47301,2006,2,8,   26.84
-21.34449,55.47301,2006,2,9,   27.17
-21.34449,55.47301,2006,2,10,   26.99
-21.34449,55.47301,2006,2,11,   26.54
-21.34449,55.47301,2006,2,12,   26.87
-21.34449,55.47301,2006,2,13,   26.89
-21.34449,55.47301,2006,2,14,   26.95
-21.34449,55.47301,2006,2,15,   26.78
-21.34449,55.47301,2006,2,16,   26.81
-21.34449,55.47301,2006,2,17,   26.72
-21.34449,55.47301,2006,2,18,   26.41
-21.34449,55.47301,2006,2,19,   26.30
-21.34449,55.47301,2006,2,20,   26.83
-21.34449,55.47301,2006,2,21,   26.47
-21.34449,55.47301,2006,2,22,   26.35
-21.34449,55.47301,2006,2,23,   26.63
-21.34449,55.47301,2006,2,24,   26.35
-21.34449,55.47301,2006,2,25,   26.26
-21.34449,55.47301,2006,2,26,   26.53
-21.34449,55.47301,2006,2,27,   26.83
-21.34449,55.47301,2006,2,28,   26.95
-21.34449,55.47301,2006,3,1,   26.75
-21.34449,55.47301,2006,3,2,   26.85
-21.34449,55.47301,2006,3,3,   27.28
-21.34449,55.47301,2006,3,4,   27.30
-21.34449,55.47301,2006,3,5,   27.65
-21.34449,55.47301,2006,3,6,   27.14
-21.34449,55.47301,2006,3,7,   26.53
-21.34449,55.47301,2006,3,8,   26.49
-21.34449,55.47301,2006,3,9,   26.75
-21.34449,55.47301,2006,3,10,   26.61
-21.34449,55.47301,2006,3,11,   26.75
-21.34449,55.47301,2006,3,12,   27.22
-21.34449,55.47301,2006,3,13,   26.86
-21.34449,55.47301,2006,3,14,   26.82
-21.34449,55.47301,2006,3,15,   26.59
-21.34449,55.47301,2006,3,16,   26.15
-21.34449,55.47301,2006,3,17,   26.21
-21.34449,55.47301,2006,3,18,   26.75
-21.34449,55.47301,2006,3,19,   26.78
-21.34449,55.47301,2006,3,20,   26.69
-21.34449,55.47301,2006,3,21,   26.35
-21.34449,55.47301,2006,3,22,   26.17
-21.34449,55.47301,2006,3,23,   26.08
-21.34449,55.47301,2006,3,24,   26.60
-21.34449,55.47301,2006,3,25,   26.98
-21.34449,55.47301,2006,3,26,   27.24
-21.34449,55.47301,2006,3,27,   27.14
-21.34449,55.47301,2006,3,28,   26.61
-21.34449,55.47301,2006,3,29,   26.86
-21.34449,55.47301,2006,3,30,   26.34
-21.34449,55.47301,2006,3,31,   26.32
-21.34449,55.47301,2006,4,1,   26.41
-21.34449,55.47301,2006,4,2,   26.50
-21.34449,55.47301,2006,4,3,   26.34
-21.34449,55.47301,2006,4,4,   26.29
-21.34449,55.47301,2006,4,5,   26.50
-21.34449,55.47301,2006,4,6,   26.50
-21.34449,55.47301,2006,4,7,   26.30
-21.34449,55.47301,2006,4,8,   26.72
-21.34449,55.47301,2006,4,9,   26.43
-21.34449,55.47301,2006,4,10,   26.28
-21.34449,55.47301,2006,4,11,   26.22
-21.34449,55.47301,2006,4,12,   26.25
-21.34449,55.47301,2006,4,13,   26.07
-21.34449,55.47301,2006,4,14,   26.56
-21.34449,55.47301,2006,4,15,   26.66
-21.34449,55.47301,2006,4,16,   25.98
-21.34449,55.47301,2006,4,17,   25.06
-21.34449,55.47301,2006,4,18,   25.33
-21.34449,55.47301,2006,4,19,   25.55
-21.34449,55.47301,2006,4,20,   25.10
-21.34449,55.47301,2006,4,21,   25.47
-21.34449,55.47301,2006,4,22,   25.75
-21.34449,55.47301,2006,4,23,   26.33
-21.34449,55.47301,2006,4,24,   26.39
-21.34449,55.47301,2006,4,25,   25.83
-21.34449,55.47301,2006,4,26,   25.73
-21.34449,55.47301,2006,4,27,   26.33
-21.34449,55.47301,2006,4,28,   26.26
-21.34449,55.47301,2006,4,29,   26.23
-21.34449,55.47301,2006,4,30,   25.91
-21.34449,55.47301,2006,5,1,   25.64
-21.34449,55.47301,2006,5,2,   24.56
-21.34449,55.47301,2006,5,3,   23.48
-21.34449,55.47301,2006,5,4,   24.19
-21.34449,55.47301,2006,5,5,   24.53
-21.34449,55.47301,2006,5,6,   25.07
-21.34449,55.47301,2006,5,7,   24.66
-21.34449,55.47301,2006,5,8,   24.76
-21.34449,55.47301,2006,5,9,   24.37
-21.34449,55.47301,2006,5,10,   24.34
-21.34449,55.47301,2006,5,11,   24.54
-21.34449,55.47301,2006,5,12,   24.69
-21.34449,55.47301,2006,5,13,   24.44
-21.34449,55.47301,2006,5,14,   24.18
-21.34449,55.47301,2006,5,15,   23.42
-21.34449,55.47301,2006,5,16,   23.10
-21.34449,55.47301,2006,5,17,   23.34
-21.34449,55.47301,2006,5,18,   23.74
-21.34449,55.47301,2006,5,19,   24.21
-21.34449,55.47301,2006,5,20,   24.67
-21.34449,55.47301,2006,5,21,   25.03
-21.34449,55.47301,2006,5,22,   25.37
-21.34449,55.47301,2006,5,23,   25.41
-21.34449,55.47301,2006,5,24,   24.64
-21.34449,55.47301,2006,5,25,   24.51
-21.34449,55.47301,2006,5,26,   24.87
-21.34449,55.47301,2006,5,27,   25.31
-21.34449,55.47301,2006,5,28,   25.27
-21.34449,55.47301,2006,5,29,   24.44
-21.34449,55.47301,2006,5,30,   23.94
-21.34449,55.47301,2006,5,31,   23.98
-21.34449,55.47301,2006,6,1,   24.19
-21.34449,55.47301,2006,6,2,   24.55
-21.34449,55.47301,2006,6,3,   24.03
-21.34449,55.47301,2006,6,4,   24.69
-21.34449,55.47301,2006,6,5,   24.68
-21.34449,55.47301,2006,6,6,   24.31
-21.34449,55.47301,2006,6,7,   24.20
-21.34449,55.47301,2006,6,8,   23.88
-21.34449,55.47301,2006,6,9,   23.62
-21.34449,55.47301,2006,6,10,   23.28
-21.34449,55.47301,2006,6,11,   24.16
-21.34449,55.47301,2006,6,12,   24.11
-21.34449,55.47301,2006,6,13,   23.38
-21.34449,55.47301,2006,6,14,   24.65
-21.34449,55.47301,2006,6,15,   24.87
-21.34449,55.47301,2006,6,16,   24.07
-21.34449,55.47301,2006,6,17,   23.73
-21.34449,55.47301,2006,6,18,   23.32
-21.34449,55.47301,2006,6,19,   23.07
-21.34449,55.47301,2006,6,20,   22.80
-21.34449,55.47301,2006,6,21,   23.38
-21.34449,55.47301,2006,6,22,   23.10
-21.34449,55.47301,2006,6,23,   23.54
-21.34449,55.47301,2006,6,24,   23.22
-21.34449,55.47301,2006,6,25,   23.81
-21.34449,55.47301,2006,6,26,   23.52
-21.34449,55.47301,2006,6,27,   21.59
-21.34449,55.47301,2006,6,28,   20.81
-21.34449,55.47301,2006,6,29,   21.12
-21.34449,55.47301,2006,6,30,   22.04
-21.34449,55.47301,2006,7,1,   22.23
-21.34449,55.47301,2006,7,2,   22.61
-21.34449,55.47301,2006,7,3,   22.92
-21.34449,55.47301,2006,7,4,   22.71
-21.34449,55.47301,2006,7,5,   22.32
-21.34449,55.47301,2006,7,6,   21.93
-21.34449,55.47301,2006,7,7,   22.07
-21.34449,55.47301,2006,7,8,   22.45
-21.34449,55.47301,2006,7,9,   22.35
-21.34449,55.47301,2006,7,10,   21.70
-21.34449,55.47301,2006,7,11,   22.04
-21.34449,55.47301,2006,7,12,   21.25
-21.34449,55.47301,2006,7,13,   21.57
-21.34449,55.47301,2006,7,14,   22.34
-21.34449,55.47301,2006,7,15,   22.34
-21.34449,55.47301,2006,7,16,   22.15
-21.34449,55.47301,2006,7,17,   21.86
-21.34449,55.47301,2006,7,18,   22.08
-21.34449,55.47301,2006,7,19,   21.98
-21.34449,55.47301,2006,7,20,   21.73
-21.34449,55.47301,2006,7,21,   22.33
-21.34449,55.47301,2006,7,22,   22.16
-21.34449,55.47301,2006,7,23,   22.51
-21.34449,55.47301,2006,7,24,   22.38
-21.34449,55.47301,2006,7,25,   22.41
-21.34449,55.47301,2006,7,26,   22.04
-21.34449,55.47301,2006,7,27,   22.02
-21.34449,55.47301,2006,7,28,   22.01
-21.34449,55.47301,2006,7,29,   21.71
-21.34449,55.47301,2006,7,30,   21.80
-21.34449,55.47301,2006,7,31,   21.98
-21.34449,55.47301,2006,8,1,   22.23
-21.34449,55.47301,2006,8,2,   21.97
-21.34449,55.47301,2006,8,3,   21.40
-21.34449,55.47301,2006,8,4,   21.53
-21.34449,55.47301,2006,8,5,   21.44
-21.34449,55.47301,2006,8,6,   22.08
-21.34449,55.47301,2006,8,7,   22.03
-21.34449,55.47301,2006,8,8,   21.76
-21.34449,55.47301,2006,8,9,   20.92
-21.34449,55.47301,2006,8,10,   21.04
-21.34449,55.47301,2006,8,11,   21.23
-21.34449,55.47301,2006,8,12,   21.54
-21.34449,55.47301,2006,8,13,   22.12
-21.34449,55.47301,2006,8,14,   21.81
-21.34449,55.47301,2006,8,15,   21.32
-21.34449,55.47301,2006,8,16,   21.04
-21.34449,55.47301,2006,8,17,   21.07
-21.34449,55.47301,2006,8,18,   21.49
-21.34449,55.47301,2006,8,19,   21.53
-21.34449,55.47301,2006,8,20,   21.74
-21.34449,55.47301,2006,8,21,   21.61
-21.34449,55.47301,2006,8,22,   20.85
-21.34449,55.47301,2006,8,23,   21.31
-21.34449,55.47301,2006,8,24,   21.09
-21.34449,55.47301,2006,8,25,   21.44
-21.34449,55.47301,2006,8,26,   22.26
-21.34449,55.47301,2006,8,27,   21.53
-21.34449,55.47301,2006,8,28,   21.24
-21.34449,55.47301,2006,8,29,   21.55
-21.34449,55.47301,2006,8,30,   22.14
-21.34449,55.47301,2006,8,31,   22.16
-21.34449,55.47301,2006,9,1,   22.56
-21.34449,55.47301,2006,9,2,   22.63
-21.34449,55.47301,2006,9,3,   22.79
-21.34449,55.47301,2006,9,4,   22.07
-21.34449,55.47301,2006,9,5,   21.39
-21.34449,55.47301,2006,9,6,   21.14
-21.34449,55.47301,2006,9,7,   20.95
-21.34449,55.47301,2006,9,8,   20.72
-21.34449,55.47301,2006,9,9,   20.40
-21.34449,55.47301,2006,9,10,   21.46
-21.34449,55.47301,2006,9,11,   21.48
-21.34449,55.47301,2006,9,12,   21.87
-21.34449,55.47301,2006,9,13,   21.41
-21.34449,55.47301,2006,9,14,   21.66
-21.34449,55.47301,2006,9,15,   21.87
-21.34449,55.47301,2006,9,16,   22.44
-21.34449,55.47301,2006,9,17,   22.40
-21.34449,55.47301,2006,9,18,   22.43
-21.34449,55.47301,2006,9,19,   22.61
-21.34449,55.47301,2006,9,20,   22.74
-21.34449,55.47301,2006,9,21,   22.49
-21.34449,55.47301,2006,9,22,   21.18
-21.34449,55.47301,2006,9,23,   21.19
-21.34449,55.47301,2006,9,24,   21.71
-21.34449,55.47301,2006,9,25,   21.55
-21.34449,55.47301,2006,9,26,   21.70
-21.34449,55.47301,2006,9,27,   21.55
-21.34449,55.47301,2006,9,28,   21.53
-21.34449,55.47301,2006,9,29,   21.80
-21.34449,55.47301,2006,9,30,   21.98
-21.34449,55.47301,2006,10,1,   21.99
-21.34449,55.47301,2006,10,2,   22.59
-21.34449,55.47301,2006,10,3,   22.72
-21.34449,55.47301,2006,10,4,   22.79
-21.34449,55.47301,2006,10,5,   22.73
-21.34449,55.47301,2006,10,6,   22.74
-21.34449,55.47301,2006,10,7,   21.94
-21.34449,55.47301,2006,10,8,   20.76
-21.34449,55.47301,2006,10,9,   20.21
-21.34449,55.47301,2006,10,10,   19.88
-21.34449,55.47301,2006,10,11,   19.57
-21.34449,55.47301,2006,10,12,   20.61
-21.34449,55.47301,2006,10,13,   21.00
-21.34449,55.47301,2006,10,14,   21.29
-21.34449,55.47301,2006,10,15,   21.87
-21.34449,55.47301,2006,10,16,   21.93
-21.34449,55.47301,2006,10,17,   22.58
-21.34449,55.47301,2006,10,18,   22.76
-21.34449,55.47301,2006,10,19,   22.49
-21.34449,55.47301,2006,10,20,   22.90
-21.34449,55.47301,2006,10,21,   23.43
-21.34449,55.47301,2006,10,22,   23.47
-21.34449,55.47301,2006,10,23,   23.25
-21.34449,55.47301,2006,10,24,   23.65
-21.34449,55.47301,2006,10,25,   23.20
-21.34449,55.47301,2006,10,26,   23.13
-21.34449,55.47301,2006,10,27,   22.93
-21.34449,55.47301,2006,10,28,   23.04
-21.34449,55.47301,2006,10,29,   23.17
-21.34449,55.47301,2006,10,30,   23.58
-21.34449,55.47301,2006,10,31,   23.42
-21.34449,55.47301,2006,11,1,   23.21
-21.34449,55.47301,2006,11,2,   22.96
-21.34449,55.47301,2006,11,3,   22.73
-21.34449,55.47301,2006,11,4,   23.30
-21.34449,55.47301,2006,11,5,   22.98
-21.34449,55.47301,2006,11,6,   23.49
-21.34449,55.47301,2006,11,7,   24.05
-21.34449,55.47301,2006,11,8,   24.24
-21.34449,55.47301,2006,11,9,   24.12
-21.34449,55.47301,2006,11,10,   24.30
-21.34449,55.47301,2006,11,11,   24.17
-21.34449,55.47301,2006,11,12,   24.24
-21.34449,55.47301,2006,11,13,   24.44
-21.34449,55.47301,2006,11,14,   24.11
-21.34449,55.47301,2006,11,15,   23.51
-21.34449,55.47301,2006,11,16,   23.29
-21.34449,55.47301,2006,11,17,   23.59
-21.34449,55.47301,2006,11,18,   24.24
-21.34449,55.47301,2006,11,19,   24.36
-21.34449,55.47301,2006,11,20,   24.41
-21.34449,55.47301,2006,11,21,   24.55
-21.34449,55.47301,2006,11,22,   24.74
-21.34449,55.47301,2006,11,23,   24.96
-21.34449,55.47301,2006,11,24,   25.07
-21.34449,55.47301,2006,11,25,   25.38
-21.34449,55.47301,2006,11,26,   25.55
-21.34449,55.47301,2006,11,27,   25.22
-21.34449,55.47301,2006,11,28,   24.61
-21.34449,55.47301,2006,11,29,   24.94
-21.34449,55.47301,2006,11,30,   25.33
-21.34449,55.47301,2006,12,1,   25.77
-21.34449,55.47301,2006,12,2,   26.21
-21.34449,55.47301,2006,12,3,   26.05
-21.34449,55.47301,2006,12,4,   26.17
-21.34449,55.47301,2006,12,5,   25.62
-21.34449,55.47301,2006,12,6,   25.78
-21.34449,55.47301,2006,12,7,   25.95
-21.34449,55.47301,2006,12,8,   26.24
-21.34449,55.47301,2006,12,9,   26.44
-21.34449,55.47301,2006,12,10,   26.17
-21.34449,55.47301,2006,12,11,   26.09
-21.34449,55.47301,2006,12,12,   26.08
-21.34449,55.47301,2006,12,13,   26.12
-21.34449,55.47301,2006,12,14,   26.16
-21.34449,55.47301,2006,12,15,   26.00
-21.34449,55.47301,2006,12,16,   25.92
-21.34449,55.47301,2006,12,17,   26.17
-21.34449,55.47301,2006,12,18,   26.44
-21.34449,55.47301,2006,12,19,   26.67
-21.34449,55.47301,2006,12,20,   26.77
-21.34449,55.47301,2006,12,21,   26.38
-21.34449,55.47301,2006,12,22,   25.90
-21.34449,55.47301,2006,12,23,   25.56
-21.34449,55.47301,2006,12,24,   26.25
-21.34449,55.47301,2006,12,25,   26.60
-21.34449,55.47301,2006,12,26,   26.32
-21.34449,55.47301,2006,12,27,   25.95
-21.34449,55.47301,2006,12,28,   26.11
-21.34449,55.47301,2006,12,29,   26.04
-21.34449,55.47301,2006,12,30,   26.36
-21.34449,55.47301,2006,12,31,   26.74
-21.34449,55.47301,2007,1,1,   26.34
-21.34449,55.47301,2007,1,2,   26.64
-21.34449,55.47301,2007,1,3,   26.78
-21.34449,55.47301,2007,1,4,   26.72
-21.34449,55.47301,2007,1,5,   26.03
-21.34449,55.47301,2007,1,6,   26.01
-21.34449,55.47301,2007,1,7,   26.26
-21.34449,55.47301,2007,1,8,   26.31
-21.34449,55.47301,2007,1,9,   26.57
-21.34449,55.47301,2007,1,10,   26.44
-21.34449,55.47301,2007,1,11,   26.40
-21.34449,55.47301,2007,1,12,   26.24
-21.34449,55.47301,2007,1,13,   26.19
-21.34449,55.47301,2007,1,14,   26.74
-21.34449,55.47301,2007,1,15,   26.53
-21.34449,55.47301,2007,1,16,   26.05
-21.34449,55.47301,2007,1,17,   26.26
-21.34449,55.47301,2007,1,18,   26.68
-21.34449,55.47301,2007,1,19,   27.03
-21.34449,55.47301,2007,1,20,   27.56
-21.34449,55.47301,2007,1,21,   27.37
-21.34449,55.47301,2007,1,22,   27.16
-21.34449,55.47301,2007,1,23,   26.81
-21.34449,55.47301,2007,1,24,   26.59
-21.34449,55.47301,2007,1,25,   26.70
-21.34449,55.47301,2007,1,26,   26.32
-21.34449,55.47301,2007,1,27,   26.64
-21.34449,55.47301,2007,1,28,   27.30
-21.34449,55.47301,2007,1,29,   26.82
-21.34449,55.47301,2007,1,30,   27.51
-21.34449,55.47301,2007,1,31,   27.74
-21.34449,55.47301,2007,2,1,   27.51
-21.34449,55.47301,2007,2,2,   27.40
-21.34449,55.47301,2007,2,3,   27.23
-21.34449,55.47301,2007,2,4,   26.83
-21.34449,55.47301,2007,2,5,   27.19
-21.34449,55.47301,2007,2,6,   27.74
-21.34449,55.47301,2007,2,7,   27.45
-21.34449,55.47301,2007,2,8,   27.07
-21.34449,55.47301,2007,2,9,   26.70
-21.34449,55.47301,2007,2,10,   26.62
-21.34449,55.47301,2007,2,11,   26.72
-21.34449,55.47301,2007,2,12,   27.38
-21.34449,55.47301,2007,2,13,   27.70
-21.34449,55.47301,2007,2,14,   27.84
-21.34449,55.47301,2007,2,15,   27.67
-21.34449,55.47301,2007,2,16,   27.73
-21.34449,55.47301,2007,2,17,   27.84
-21.34449,55.47301,2007,2,18,   28.09
-21.34449,55.47301,2007,2,19,   28.14
-21.34449,55.47301,2007,2,20,   27.76
-21.34449,55.47301,2007,2,21,   27.71
-21.34449,55.47301,2007,2,22,   27.99
-21.34449,55.47301,2007,2,23,   27.04
-21.34449,55.47301,2007,2,24,   26.85
-21.34449,55.47301,2007,2,25,   27.79
-21.34449,55.47301,2007,2,26,   27.34
-21.34449,55.47301,2007,2,27,   27.73
-21.34449,55.47301,2007,2,28,   27.06
-21.34449,55.47301,2007,3,1,   26.54
-21.34449,55.47301,2007,3,2,   26.88
-21.34449,55.47301,2007,3,3,   26.64
-21.34449,55.47301,2007,3,4,   26.35
-21.34449,55.47301,2007,3,5,   26.82
-21.34449,55.47301,2007,3,6,   26.67
-21.34449,55.47301,2007,3,7,   26.37
-21.34449,55.47301,2007,3,8,   26.03
-21.34449,55.47301,2007,3,9,   26.06
-21.34449,55.47301,2007,3,10,   26.06
-21.34449,55.47301,2007,3,11,   25.87
-21.34449,55.47301,2007,3,12,   25.95
-21.34449,55.47301,2007,3,13,   26.09
